leakage_type,customer_id,estimated_revenue_loss,estimated_loss,affected_customers,recommended_action,evidence,run_id,generated_at
Refund,CUST-8AE7652C,3998.0,3998.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","2 refunded transaction(s) totalling $3,998.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-8B210ABC,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-8B7E955C,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-8B8ECE62,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-8C3FC43A,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-8EB2F7AA,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-90DD2F0C,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9115E370,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-92FE1455,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-93BF0918,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-953AEDF2,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-95784656,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-968DB455,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-999C524E,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9A60DED1,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9AAA2BE8,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9B47FF0C,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9BF68CF9,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9C019996,98.0,98.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9C271DAE,98.0,98.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9D5F476C,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-9E304AFA,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A0A44022,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A1225201,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A24E4A4D,998.0,998.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $998.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A25AE6A4,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A373EBF9,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A3A590BA,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A4FFEC43,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A56E79D7,398.0,398.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A5EF52C4,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A7F74437,1497.0,1497.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","3 refunded transaction(s) totalling $1,497.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-A8769B33,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-AA79D550,398.0,398.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-AA917E51,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-AD4A27DA,998.0,998.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $998.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-AD927911,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-AFDCF38B,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-B110201C,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-B4ADD025,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-B7961BC2,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-B7DFCB79,398.0,398.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-B9C64547,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-BAF03B4F,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-BBF692F1,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-BC3D717B,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-BD567C9A,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-BF24C6DE,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C03160B1,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C0BBF404,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C142DBFC,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C24889BF,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C27F2B65,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C2ECF888,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C3A9AADA,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C6B0B5FA,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C6D5D4F2,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-C7CF35F8,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-CA7A423D,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-CA8C36C7,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-CCC970DC,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-CCD4B251,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-D43E11C3,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-D4830153,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-D4BE0FEC,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-D551BF2E,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-D553148E,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-D5C74D33,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-D6310C82,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-DB82A880,398.0,398.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-DD10A3F2,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-DE1F92E5,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-DE625166,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-DE6A857B,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-DE96727E,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-E002B661,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-E02C01B0,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-E3008E66,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-E5153171,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-E9B81C47,98.0,98.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-EAD4F703,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-ECC6CCCB,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-F15194D8,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-F27DA024,398.0,398.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-F546D9D4,49.0,49.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-F6CF1F14,98.0,98.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",2 refunded transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-FB33E508,499.0,499.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-FD677D6E,1999.0,1999.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.","1 refunded transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-FDAECE0D,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-FE88587C,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Refund,CUST-FED4FB42,199.0,199.0,1,"Review refund reason. If product issue, escalate to engineering. If billing error, correct and re-invoice.",1 refunded transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-1C3313B6,199.0,199.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-60CAD953 is Past Due — $199.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-B84350D4,1999.0,1999.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,"Subscription SUB-AA8E2193 is Past Due — $1,999.00/month outstanding.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-4D652CDA,1999.0,1999.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,"Subscription SUB-B13E9DD4 is Past Due — $1,999.00/month outstanding.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-1BA54B0F,199.0,199.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-DE2819E7 is Past Due — $199.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-9EF94C07,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-C917AB93 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-B8473638,199.0,199.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-AE355177 is Past Due — $199.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-93D5D028,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-1A9B2A0A is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-291486B2,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-37F0E407 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-085EA84A,499.0,499.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-2A0D985F is Past Due — $499.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-8C428601,499.0,499.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-40EAECFE is Past Due — $499.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-16D0D0C4,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-72B300F5 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-2B2FEA72,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-427ABA71 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-110057AA,499.0,499.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-B245A075 is Past Due — $499.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-D62108F4,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-008B3E0C is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-8BFBD4B7,199.0,199.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-748F29C4 is Past Due — $199.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-2FE6B5F2,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-B21DFF87 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-A68ECECD,1999.0,1999.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,"Subscription SUB-CD20699F is Past Due — $1,999.00/month outstanding.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-451153EF,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-3B60BC8C is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-CD276CB1,199.0,199.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-539E0FF5 is Past Due — $199.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-82C553A8,499.0,499.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-93FA9A5E is Past Due — $499.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-F27DA024,199.0,199.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-11CC17DA is Past Due — $199.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-5EFAA543,499.0,499.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-C4D148A3 is Past Due — $499.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-80F62A5D,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-35D57284 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-6C6235A4,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-4A2C7AA2 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-C72E3515,1999.0,1999.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,"Subscription SUB-609BF640 is Past Due — $1,999.00/month outstanding.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-33BED97C,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-7DEF4D48 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-68DFBD84,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-00A70BF7 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-743625A5,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-284E29F3 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-30570032,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-47516099 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-A28B8898,49.0,49.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-D95FB831 is Past Due — $49.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-8F3F54C5,199.0,199.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-CC0967CE is Past Due — $199.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Unpaid Active Subscription,CUST-50DA04F2,199.0,199.0,1,Escalate to finance for account hold review. Send formal payment demand notice.,Subscription SUB-638E908F is Past Due — $199.00/month outstanding.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
