intervention_id,recommendation_title,category,target_segment,affected_customers,estimated_revenue_impact,expected_action,suggested_owner,confidence_level,effort_level,priority_score,priority_band
IV-F08D5897,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-A4FEE971,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-C94AE5FF,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,147.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,124.95,Low
IV-4246C2EF,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,147.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,124.95,Low
IV-D12D9390,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,147.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,124.95,Low
IV-E7C9909A,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,147.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,124.95,Low
IV-DF0B5F16,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,147.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,124.95,Low
IV-454AA39B,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,147.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,124.95,Low
IV-AA1F5ACF,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,147.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,124.95,Low
IV-D64C252F,Mid-Market Retention Escalation — Critical Risk,retention,Mid-Market,1,499.0,Immediate CSM outreach. Conduct health-check call and offer feature enablement session to re-establish value.,Customer Success Manager,Medium,High,108.12,Low
IV-DF260E82,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-3BF9C150,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-C7959427,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-C581F22C,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-B2F5BF45,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-78549E60,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-387B4835,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-A3E472CF,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-4808C02B,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-F87E7D91,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-E857E3BD,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-BF295873,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-3B1D9855,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-448DF06D,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-D9963CDC,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-52371934,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-BB155412,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-33005E65,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-07E0411F,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-CD77FD85,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-51A0C4DF,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-A1222B26,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-8467C713,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,499.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,108.12,Low
IV-FC9E70F8,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-40D9257D,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-8D797147,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-AAD5CEAB,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-7DB9B435,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-94BD5434,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-AF6A07D2,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-5EB490FF,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-BB3D91C4,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-6013166B,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-ADBE9A7C,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-52BBE6CA,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-3C915704,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-FDE7CA8A,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-CC4839FE,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-3D2BA3AE,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-7AFE0AC7,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-180E41EB,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-F7E7E19B,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-72FA4AFB,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-FD8977B2,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-BD0ED4BE,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-4123BD51,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-04D66A24,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-F049DED2,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-26AD7EDB,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-DB5928A0,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-C1D0AF01,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-AACFBB7C,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-7405CE92,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-6660AE62,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-B90AE5C9,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-B81A8527,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-7F40C42B,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-D33E0EE3,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-CD30CB97,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-ED1F13BF,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-ED597DFA,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-8F4402ED,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-415FCE30,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-4BBF3593,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,98.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,83.3,Low
IV-51D47702,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-7DB5B412,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-5E8B5D66,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-E2EBAE44,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-791CDE64,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-2EEB6C06,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-7E3654C2,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-DB8325DE,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-785062B3,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-A748AF9A,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-D4A7CD2F,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-6D749068,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-68361CC0,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-00973FD6,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-04620740,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-842CF0F4,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-33CF4A59,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-4785B26C,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-8B9EB17B,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-CBE29F7E,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-260A499A,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-3D0E85F1,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-3D166155,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-47998B64,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-540F5528,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-219474CA,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-6AA4209E,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-98B4B702,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-5B8F9357,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-EFBAE3A5,SMB Re-engagement Offer — High Churn Risk,retention,SMB,1,199.0,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,Marketing Automation,Medium,High,43.12,Low
IV-426C4B5D,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-EBCFC3C1,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-91F9E5D3,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-81F8C6B9,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-20F44C7F,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-31432923,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-32850195,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-A2BBA9F1,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-BAC358D6,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-3686AA24,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-26935BD5,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-2C1E8423,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-E68596CF,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-EE09779E,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-C2059B09,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-1DAED2B5,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-B0E63C42,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-18FBDF67,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
IV-FB245BF2,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,49.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,41.65,Low
