customer_id,segment,is_active,signup_date,country,acquisition_channel,plan,subscription_status,current_mrr,total_revenue,latest_usage_frequency,usage_trend,latest_nps,support_ticket_count,failed_payment_count,churn_risk_score,churn_risk_band,revenue_at_risk,main_driver,recommended_action,health_status,revenue_segment,usage_segment,risk_segment,nps_segment,run_id,generated_at
CUST-5B0E5317,Startup,True,2024-12-13 13:03:48,USA,Organic Search,Pro,Active,199.0,3184.0,96.6470588235294,Declining,,3.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-785B846F,SMB,False,2026-03-06 01:17:59,USA,Organic Search,Pro,Canceled,0.0,398.0,3.5,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-74C10D52,Startup,True,2024-08-14 00:38:10,USA,Direct,Pro,Active,199.0,3980.0,323.2857142857143,Stable,,4.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-38E9E1D7,SMB,True,2026-02-28 03:28:35,USA,Direct,Enterprise,Past Due,1999.0,5997.0,152.66666666666666,Stable,,0.0,0.0,0.0,Low,0.0,None,Past-Due Account Escalation,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EAAF04DE,SMB,False,2026-03-04 07:24:09,UK,Organic Search,Pro,Canceled,0.0,398.0,3.0,Declining,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-70EA0D78,Startup,True,2025-07-11 22:45:53,USA,Organic Search,Basic,Active,49.0,490.0,193.3,Stable,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-88508B8E,SMB,True,2024-08-29 20:06:56,USA,Referral,Pro,Active,199.0,3781.0,369.42857142857144,Stable,,4.0,2.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-30FBE78E,Startup,True,2024-08-22 18:40:56,Australia,Referral,Pro,Active,199.0,3383.0,381.0952380952381,Stable,10.0,2.0,4.0,0.4,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-930F78FC,SMB,False,2024-11-24 20:17:45,USA,Organic Search,Basic,Canceled,0.0,588.0,152.16666666666666,Increasing,5.0,4.0,3.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6B89F540,Startup,False,2025-06-26 12:19:19,USA,Direct,Basic,Canceled,0.0,294.0,206.0,Declining,8.0,1.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3E05CD90,SMB,True,2024-08-21 03:18:24,USA,Organic Search,Basic,Active,49.0,980.0,237.14285714285714,Increasing,,4.0,1.0,0.6000000000000001,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9159D16E,SMB,True,2025-03-29 15:07:36,USA,Referral,Premium,Active,499.0,6487.0,186.28571428571428,Increasing,,4.0,1.0,0.6000000000000001,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-26DC1040,SMB,True,2024-07-24 07:23:09,Canada,Outbound Sales,Basic,Active,49.0,1029.0,188.9090909090909,Stable,,2.0,1.0,0.4,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2292200D,Mid-Market,True,2025-05-30 09:46:40,Australia,Outbound Sales,Premium,Active,499.0,5489.0,109.41666666666667,Stable,,4.0,1.0,0.6000000000000001,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EF559426,Mid-Market,True,2024-05-16 10:30:47,Germany,Direct,Pro,Active,199.0,4378.0,501.4166666666667,Stable,7.0,2.0,2.0,0.4,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-17F02B0D,Startup,False,2025-09-30 14:18:49,Canada,Referral,Premium,Canceled,0.0,1497.0,269.375,Declining,,3.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-28B15C1D,Startup,False,2024-06-10 10:31:39,USA,Outbound Sales,Basic,Canceled,0.0,784.0,298.0869565217391,Declining,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5D016B5D,Startup,True,2024-09-20 05:16:42,Germany,Referral,Enterprise,Active,1999.0,39980.0,136.3,Increasing,,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-74EF301D,Enterprise,False,2024-09-05 11:43:06,USA,Direct,Pro,Canceled,0.0,2786.0,335.1,Increasing,4.0,5.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-69A4AF4C,SMB,False,2025-12-28 15:00:59,Germany,Referral,Basic,Canceled,0.0,147.0,141.0,Increasing,9.0,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6BC8E52A,Mid-Market,True,2024-06-08 23:15:05,Canada,Direct,Basic,Active,49.0,1078.0,261.0869565217391,Declining,8.0,2.0,1.0,0.4,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6D33526C,Startup,True,2025-03-10 08:37:45,Australia,Outbound Sales,Basic,Active,49.0,686.0,270.85714285714283,Stable,7.0,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4F251796,Startup,False,2025-07-06 12:50:22,UK,Direct,Basic,Canceled,0.0,147.0,349.5,Declining,2.0,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-045AC865,SMB,True,2025-05-12 16:14:31,Germany,Outbound Sales,Premium,Active,499.0,5988.0,50.0,Declining,,5.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-511CFA62,Startup,False,2025-09-09 22:07:06,Canada,Organic Search,Enterprise,Canceled,0.0,5997.0,194.875,Increasing,,5.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-87FC0318,Mid-Market,True,2025-12-08 06:20:06,Canada,Organic Search,Pro,Active,199.0,995.0,424.8,Stable,,3.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-93BF0918,SMB,True,2025-02-12 08:24:20,Australia,Organic Search,Pro,Active,199.0,2786.0,280.6666666666667,Stable,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-82708163,Mid-Market,False,2025-12-26 14:22:37,Germany,Direct,Pro,Canceled,0.0,597.0,13.8,Increasing,0.0,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CA7A423D,SMB,True,2024-12-19 03:12:14,Canada,Referral,Premium,Active,499.0,6986.0,74.0,Stable,,3.0,2.0,0.6000000000000001,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-97C49B52,Startup,True,2026-04-19 15:05:09,Canada,Paid Social,Premium,Active,499.0,499.0,26.0,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-11AA14FE,Startup,True,2025-05-04 07:17:58,Germany,Organic Search,Basic,Past Due,49.0,588.0,203.66666666666666,Stable,0.0,4.0,0.0,0.4,High,0.0,Low NPS,Past-Due Account Escalation,At Risk,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CD80B6B8,SMB,True,2025-10-20 06:57:13,UK,Outbound Sales,Enterprise,Active,1999.0,11994.0,307.7142857142857,Stable,,2.0,1.0,0.4,High,1999.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2B34ED91,SMB,True,2026-01-29 18:05:11,USA,Referral,Basic,Active,49.0,147.0,216.5,Declining,,0.0,1.0,0.4,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-82912875,Startup,True,2025-11-30 15:14:59,Canada,Referral,Premium,Active,499.0,2495.0,416.0,Stable,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C704BE9E,Startup,True,2026-01-12 07:49:33,USA,Direct,Enterprise,Active,1999.0,7996.0,51.0,Declining,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A029ECDA,Startup,True,2025-05-27 15:43:04,USA,Direct,Premium,Active,499.0,5988.0,309.75,Stable,10.0,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-48D3A313,SMB,True,2024-06-01 17:40:59,Canada,Organic Search,Basic,Active,49.0,1029.0,225.2173913043478,Increasing,,3.0,2.0,0.6000000000000001,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2AF6F706,Startup,False,2025-04-25 22:49:24,Germany,Organic Search,Pro,Canceled,0.0,1194.0,145.07692307692307,Increasing,,1.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-73F214C1,SMB,True,2024-09-10 11:51:07,Germany,Outbound Sales,Basic,Active,49.0,784.0,186.55,Stable,,3.0,4.0,0.6000000000000001,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A5073E54,Startup,True,2026-02-09 01:19:21,UK,Paid Social,Premium,Active,499.0,1497.0,474.3333333333333,Stable,,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7D94275F,SMB,True,2024-10-20 19:46:12,Canada,Referral,Basic,Active,49.0,882.0,69.84210526315789,Declining,9.0,4.0,1.0,0.6000000000000001,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-DE96727E,Startup,True,2024-10-14 11:47:00,USA,Referral,Pro,Active,199.0,3383.0,352.94736842105266,Stable,9.0,4.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-157C59FF,Enterprise,False,2024-10-30 01:16:13,Germany,Paid Social,Enterprise,Canceled,0.0,15992.0,277.6842105263158,Increasing,,2.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E09455CC,SMB,True,2025-08-13 01:45:39,UK,Paid Social,Basic,Active,49.0,441.0,381.0,Stable,,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-21B07CF0,Startup,True,2025-06-21 23:59:45,Germany,Referral,Basic,Active,49.0,539.0,434.3636363636364,Increasing,8.0,3.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Mid Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CC13BB42,Startup,False,2026-03-24 15:41:31,Australia,Organic Search,Pro,Canceled,0.0,199.0,3.5,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5E286FE0,SMB,False,2025-02-28 20:55:03,Germany,Direct,Pro,Canceled,0.0,1194.0,147.86666666666667,Stable,2.0,3.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C6501EED,Startup,False,2024-11-23 01:30:48,UK,Outbound Sales,Basic,Canceled,0.0,196.0,189.22222222222223,Declining,6.0,2.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1B0080EA,Startup,False,2024-06-05 22:55:55,Australia,Referral,Basic,Canceled,0.0,196.0,289.8695652173913,Increasing,5.0,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-923E4376,SMB,False,2024-05-06 03:58:11,Germany,Referral,Pro,Canceled,0.0,4378.0,371.7916666666667,Increasing,0.0,1.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1F92FAAD,SMB,True,2025-01-28 17:43:10,Germany,Organic Search,Pro,Past Due,199.0,2985.0,418.1875,Stable,,0.0,1.0,0.4,High,0.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3E4B9B6B,SMB,True,2026-03-07 20:19:14,Australia,Organic Search,Pro,Past Due,199.0,398.0,247.0,Stable,,0.0,0.0,0.0,Low,0.0,None,Past-Due Account Escalation,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1B108E1B,Startup,True,2025-05-18 08:09:05,Australia,Paid Social,Basic,Active,49.0,539.0,456.8333333333333,Declining,,1.0,1.0,0.4,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-39D36631,SMB,True,2026-02-12 06:57:15,USA,Paid Social,Pro,Active,199.0,597.0,363.6666666666667,Declining,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1A11366F,SMB,True,2024-07-14 05:17:30,Australia,Organic Search,Basic,Active,49.0,1078.0,52.63636363636363,Stable,7.0,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FED89FC8,Startup,True,2024-07-08 02:59:02,Germany,Outbound Sales,Basic,Active,49.0,1078.0,114.13636363636364,Stable,10.0,5.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-AC0CC207,Startup,True,2025-12-30 10:11:37,UK,Organic Search,Premium,Active,499.0,1996.0,215.8,Stable,8.0,0.0,1.0,0.4,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BCA4AA24,Startup,False,2024-07-17 22:07:13,UK,Referral,Basic,Canceled,0.0,245.0,295.72727272727275,Declining,2.0,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-36D1175E,Startup,False,2024-06-07 22:22:18,Germany,Direct,Pro,Canceled,0.0,3582.0,130.52173913043478,Declining,,5.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-028BDB79,Startup,True,2025-02-19 23:42:14,UK,Referral,Enterprise,Active,1999.0,27986.0,446.46666666666664,Increasing,,1.0,1.0,0.4,High,1999.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C25CC5F4,Startup,True,2026-03-07 03:13:46,Canada,Paid Social,Pro,Active,199.0,398.0,415.5,Declining,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E8279D9D,Startup,True,2025-09-16 05:59:48,Germany,Paid Social,Pro,Active,199.0,1393.0,144.875,Increasing,,4.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8C3FC43A,SMB,True,2024-07-12 08:27:44,Germany,Referral,Basic,Active,49.0,980.0,422.1363636363636,Increasing,7.0,0.0,1.0,0.4,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F7DD99B1,SMB,False,2026-01-02 02:32:09,Australia,Paid Social,Basic,Canceled,0.0,196.0,73.5,Increasing,,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E44DE558,SMB,False,2026-01-06 19:25:59,USA,Referral,Basic,Canceled,0.0,196.0,38.75,Declining,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E2A975A3,Startup,False,2025-12-06 12:12:12,UK,Organic Search,Premium,Canceled,0.0,2495.0,157.2,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-72196827,SMB,False,2026-02-18 22:28:59,Australia,Organic Search,Premium,Canceled,0.0,998.0,1.0,Declining,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0A35777A,SMB,False,2024-10-23 02:39:46,Canada,Referral,Basic,Canceled,0.0,294.0,42.63157894736842,Increasing,,0.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A414A6AB,SMB,True,2026-04-16 02:04:41,UK,Referral,Basic,Active,49.0,49.0,29.0,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Low Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-89F6ABEE,SMB,True,2024-12-21 02:35:57,UK,Organic Search,Basic,Active,49.0,833.0,468.7647058823529,Stable,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A3F851A8,SMB,True,2025-12-07 11:29:36,UK,Outbound Sales,Pro,Past Due,199.0,995.0,351.4,Increasing,,1.0,0.0,0.0,Low,0.0,None,Past-Due Account Escalation,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EB04C4AA,Startup,True,2025-06-27 22:28:01,Canada,Organic Search,Pro,Active,199.0,1791.0,49.36363636363637,Declining,,3.0,2.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0773E169,Startup,True,2025-11-21 00:26:47,UK,Outbound Sales,Pro,Active,199.0,1194.0,463.3333333333333,Stable,3.0,3.0,0.0,0.4,High,199.0,Low NPS,No action required,At Risk,Enterprise Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8EA5C91A,Mid-Market,True,2025-08-02 07:23:46,Germany,Referral,Enterprise,Active,1999.0,17991.0,131.33333333333334,Stable,,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9E706988,Enterprise,False,2025-08-13 00:18:25,Canada,Outbound Sales,Basic,Canceled,0.0,147.0,15.666666666666666,Declining,0.0,2.0,2.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D5DB0623,SMB,True,2025-07-24 21:17:50,Germany,Outbound Sales,Pro,Active,199.0,1990.0,261.8,Declining,7.0,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6A88D03E,Startup,False,2025-11-20 16:00:58,USA,Paid Social,Pro,Canceled,0.0,597.0,22.5,Increasing,,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-505FF103,Startup,False,2025-10-22 12:01:57,Germany,Referral,Basic,Canceled,0.0,98.0,304.42857142857144,Declining,,3.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Low Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-066C24E0,Mid-Market,True,2024-08-07 05:21:16,Australia,Paid Social,Enterprise,Active,1999.0,39980.0,484.95238095238096,Declining,,4.0,1.0,0.6000000000000001,High,1999.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D7B79556,Startup,True,2025-12-25 00:28:53,USA,Direct,Basic,Active,49.0,245.0,26.2,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-334F67AA,Mid-Market,True,2025-05-27 07:54:43,UK,Paid Social,Premium,Active,499.0,5489.0,335.5,Declining,8.0,0.0,1.0,0.4,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-721E72D8,SMB,True,2024-12-22 20:25:17,Germany,Direct,Premium,Active,499.0,7485.0,166.23529411764707,Stable,9.0,2.0,2.0,0.4,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-93D8B932,Startup,True,2025-05-11 09:11:04,Germany,Outbound Sales,Enterprise,Active,1999.0,21989.0,253.33333333333334,Stable,8.0,2.0,1.0,0.4,High,1999.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-15BA9F92,Mid-Market,False,2026-04-06 21:33:01,Germany,Direct,Pro,Canceled,0.0,199.0,3.0,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1CC7DCC2,Mid-Market,True,2026-01-17 00:39:50,Canada,Organic Search,Basic,Active,49.0,196.0,357.25,Stable,,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E7942B95,SMB,True,2025-12-30 14:23:52,Germany,Paid Social,Premium,Active,499.0,2495.0,234.6,Increasing,9.0,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
